信号日,名称,买入价,买入方式,股数,买入金额,卖出日,卖出时点,卖出价,卖出原因,毛盈亏,费用,净盈亏,账户现金,当时周期
2019-09-19,航天机电,5.72,挂涨停价排队·尾盘开缝成交,7600,43472,2019-09-20,尾盘14:50,5.61,没涨停→尾盘兑现,-836,64.6,-901,195367,平淡期
2019-09-20,神州高铁,3.94666668,挂涨停价排队·尾盘开缝成交,16500,65120,2019-09-23,尾盘14:50,4.02,没涨停→尾盘兑现,1151,98.5,1053,124272,平淡期
2019-09-20,晋西车轴,4.7010288,挂涨停价排队·尾盘开缝成交,9200,43249,2019-09-23,尾盘14:50,4.82,没涨停→尾盘兑现,1081,65.7,1016,168569,平淡期
2019-09-20,康尼机电,5.16908788,挂涨停价排队·尾盘开缝成交,5600,28947,2019-09-23,尾盘14:50,4.97,没涨停→尾盘兑现,-1092,42.6,-1135,196403,平淡期
2019-09-23,通富微电,11.6566884,挂涨停价排队·尾盘开缝成交,5600,65277,2019-09-24,尾盘14:50,12.46,没涨停→尾盘兑现,4496,101.3,4395,157835,平淡期
2019-09-23,华阳集团,11.624675,挂涨停价排队·尾盘开缝成交,3700,43011,2019-09-25,次日早盘9:30,12.15,又涨停→隔夜后早盘兑现,1961,66.0,1895,150484,平淡期
2019-09-24,渤海化学,6.3,挂涨停价排队·尾盘开缝成交,8300,52290,2019-09-25,尾盘14:50,6.14,没涨停→尾盘兑现,-1328,77.4,-1405,201408,恐慌期
2019-09-25,旭光电子,4.33170625,挂涨停价排队·尾盘开缝成交,15400,66708,2019-09-27,次日早盘9:30,4.83,又涨停→隔夜后早盘兑现,7685,105.8,7579,209037,平淡期
2019-09-27,广电运通,7.28770615,挂涨停价排队·尾盘开缝成交,9500,69233,2019-09-30,尾盘14:50,7.63,没涨停→尾盘兑现,3281,106.3,3174,135149,平淡期
2019-09-27,共达电声,10.49385339,挂涨停价排队·尾盘开缝成交,4400,46173,2019-09-30,尾盘14:50,10.07,没涨停→尾盘兑现,-1875,67.9,-1943,179414,平淡期
2019-09-27,联创光电,12.89208728,挂涨停价排队·尾盘开缝成交,2400,30941,2019-09-30,尾盘14:50,12.39,没涨停→尾盘兑现,-1210,45.5,-1256,209123,平淡期
2019-09-30,退市海越,8.26251232,挂涨停价排队·尾盘开缝成交,8400,69405,2019-10-08,尾盘14:50,8.12,没涨停→尾盘兑现,-1236,103.2,-1340,207835,恐慌期
2019-10-08,玉龙股份,4.9051827,挂涨停价排队·尾盘开缝成交,14100,69163,2019-10-09,尾盘14:50,4.97,没涨停→尾盘兑现,978,104.5,874,208761,平淡期
2019-10-09,新疆天业,4.81682479,挂涨停价排队·尾盘开缝成交,14400,69362,2019-10-10,尾盘14:50,4.89,没涨停→尾盘兑现,1090,104.9,985,132925,平淡期
2019-10-09,华微电子,6.25637794,挂涨停价排队·尾盘开缝成交,7400,46297,2019-10-10,尾盘14:50,6.38,没涨停→尾盘兑现,939,70.2,869,180125,平淡期
2019-10-09,百傲化学,7.84011074,挂涨停价排队·尾盘开缝成交,3900,30576,2019-10-10,尾盘14:50,8.01,没涨停→尾盘兑现,673,46.4,627,211352,平淡期
2019-10-10,汉缆股份,2.88598893,挂涨停价排队·尾盘开缝成交,24400,70418,2019-10-11,尾盘14:50,2.8,没涨停→尾盘兑现,-2051,104.1,-2155,131467,平淡期
2019-10-10,奥士康,26.00129196,挂涨停价排队·尾盘开缝成交,1800,46802,2019-10-11,尾盘14:50,25.5,没涨停→尾盘兑现,-909,69.5,-979,177326,平淡期
2019-10-10,福日电子,7.37617331,挂涨停价排队·尾盘开缝成交,4200,30980,2019-10-11,尾盘14:50,7.04,没涨停→尾盘兑现,-1425,45.4,-1471,206858,平淡期
2019-10-11,*ST华铁,5.7086883,挂涨停价排队·尾盘开缝成交,12000,68504,2019-10-14,尾盘14:50,5.74,没涨停→尾盘兑现,358,103.0,255,161321,平淡期
2019-10-11,*ST艾格,3.14,挂涨停价排队·尾盘开缝成交,14600,45844,2019-10-14,尾盘14:50,3.14,没涨停→尾盘兑现,0,68.8,-69,207130,平淡期
2019-10-14,顺利退,6.38,挂涨停价排队·尾盘开缝成交,10800,68904,2019-10-15,尾盘14:50,6.11,没涨停→尾盘兑现,-2916,101.2,-3017,127879,妖股期
2019-10-14,立霸股份,10.4695306,挂涨停价排队·尾盘开缝成交,2900,30362,2019-10-15,尾盘14:50,9.79,没涨停→尾盘兑现,-1973,44.1,-2017,156246,妖股期
2019-10-14,ST粤泰,2.67,挂涨停价排队·尾盘开缝成交,17200,45924,2019-10-16,次日早盘9:30,3.09,又涨停→隔夜后早盘兑现,7224,74.3,7150,157378,妖股期
2019-10-15,绿能慧充,5.84,挂涨停价排队·尾盘开缝成交,8900,51976,2019-10-16,尾盘14:50,5.49,没涨停→尾盘兑现,-3115,75.6,-3191,206203,平淡期
2019-10-17,中原内配,5.0558256,挂涨停价排队·尾盘开缝成交,13500,68254,2019-10-21,次日早盘9:30,5.34,又涨停→隔夜后早盘兑现,3852,105.3,3747,210000,平淡期
2019-10-21,天邦食品,9.8397145,挂涨停价排队·尾盘开缝成交,7100,69862,2019-10-22,尾盘14:50,10.33,没涨停→尾盘兑现,3469,107.4,3362,167249,恐慌期
2019-10-21,新五丰,9.42162484,挂涨停价排队·尾盘开缝成交,4900,46166,2019-10-22,尾盘14:50,9.6,没涨停→尾盘兑现,872,69.9,802,214251,恐慌期
2019-10-22,丰原药业,4.56159,挂涨停价排队·尾盘开缝成交,15600,71161,2019-10-23,尾盘14:50,4.64,没涨停→尾盘兑现,1238,107.7,1130,167914,恐慌期
2019-10-22,华联股份,2.4,挂涨停价排队·尾盘开缝成交,19800,47520,2019-10-23,尾盘14:50,2.3,没涨停→尾盘兑现,-1980,69.8,-2050,213420,恐慌期
2019-10-28,*ST旭蓝,5.27,挂涨停价排队·尾盘开缝成交,13400,70618,2019-10-29,尾盘14:50,5.13,没涨停→尾盘兑现,-1876,104.5,-1981,132719,主线期
2019-10-28,三维通信,8.62441314,挂涨停价排队·尾盘开缝成交,5500,47434,2019-10-29,尾盘14:50,8.29,没涨停→尾盘兑现,-1860,69.8,-1930,178259,主线期
2019-10-28,辉煌科技,7.12269536,挂涨停价排队·尾盘开缝成交,4400,31340,2019-10-29,尾盘14:50,6.74,没涨停→尾盘兑现,-1676,45.8,-1722,207900,主线期
2019-11-06,海洋王,6.73500817,挂涨停价排队·尾盘开缝成交,10200,68697,2019-11-07,尾盘14:50,7.08,没涨停→尾盘兑现,3542,105.7,3436,211388,恐慌期
2019-11-07,华讯退,7.11,挂涨停价排队·尾盘开缝成交,9900,70389,2019-11-11,次日早盘9:30,7.37,又涨停→隔夜后早盘兑现,2574,107.5,2466,166911,平淡期
2019-11-07,安孚科技,8.39215975,挂涨停价排队·尾盘开缝成交,5600,46996,2019-11-11,次日早盘9:30,10.16,又涨停→隔夜后早盘兑现,9883,77.9,9805,223748,平淡期
2019-11-13,大港股份,5.42,挂涨停价排队·尾盘开缝成交,13700,74254,2019-11-14,尾盘14:50,5.47,没涨停→尾盘兑现,685,111.9,573,224376,平淡期
2019-11-14,安洁科技,14.48507676,挂涨停价排队·尾盘开缝成交,5100,73874,2019-11-15,尾盘14:50,14.19,没涨停→尾盘兑现,-1494,109.7,-1604,139510,平淡期
2019-11-14,奋达科技,4.58,挂涨停价排队·尾盘开缝成交,10900,49922,2019-11-15,尾盘14:50,4.69,没涨停→尾盘兑现,1199,75.8,1123,190593,平淡期
2019-11-14,波导股份,3.63,挂涨停价排队·尾盘开缝成交,9200,33396,2019-11-15,尾盘14:50,3.5,没涨停→尾盘兑现,-1196,49.2,-1245,222768,平淡期
2019-11-18,*ST易连,4.17,挂涨停价排队·尾盘开缝成交,17800,74226,2019-11-19,尾盘14:50,4.35,没涨停→尾盘兑现,3204,113.7,3090,225914,平淡期
2019-11-19,三七互娱,16.50505066,挂涨停价排队·尾盘开缝成交,4500,74273,2019-11-20,尾盘14:50,17.04,没涨停→尾盘兑现,2419,113.2,2306,177906,平淡期
2019-11-19,退市未来,3.65,挂涨停价排队·尾盘开缝成交,13800,50370,2019-11-21,次日早盘9:30,4.02,又涨停→隔夜后早盘兑现,5106,79.4,5027,135784,平淡期
2019-11-20,*ST金洲,1.87,挂涨停价排队·尾盘开缝成交,31700,59279,2019-11-21,尾盘14:50,1.81,没涨停→尾盘兑现,-1902,87.5,-1989,193118,恐慌期
2019-11-20,恒为科技,13.6705492,挂涨停价排队·尾盘开缝成交,2800,38278,2019-11-21,尾盘14:50,13.04,没涨停→尾盘兑现,-1771,56.1,-1827,229597,恐慌期
2019-11-21,ST贵人,3.86,挂涨停价排队·尾盘开缝成交,19800,76428,2019-11-25,次日早盘9:30,4.68,又涨停→隔夜后早盘兑现,16236,126.8,16109,245763,平淡期
2019-11-25,ST阳光城,6.48920909,挂涨停价排队·尾盘开缝成交,12600,81764,2019-11-26,尾盘14:50,6.2,没涨停→尾盘兑现,-3629,119.9,-3749,151410,恐慌期
2019-11-25,中南股份,4.05760212,挂涨停价排队·尾盘开缝成交,13400,54372,2019-11-26,尾盘14:50,3.99,没涨停→尾盘兑现,-929,80.9,-1010,204812,恐慌期
2019-11-25,青松建化,3.18371766,挂涨停价排队·尾盘开缝成交,11400,36294,2019-11-26,尾盘14:50,3.22,没涨停→尾盘兑现,396,54.7,341,241474,恐慌期
2019-12-03,恒立退,4.94,挂涨停价排队·尾盘开缝成交,16200,80028,2019-12-04,尾盘14:50,5.11,没涨停→尾盘兑现,2754,122.1,2632,190430,平淡期
2019-12-03,ST亿利,3.05318208,挂涨停价排队·尾盘开缝成交,17600,53736,2019-12-04,尾盘14:50,3.0,没涨停→尾盘兑现,-904,79.9,-984,243223,平淡期
2019-12-05,淳中科技,25.84443904,挂涨停价排队·尾盘开缝成交,3100,80118,2019-12-06,尾盘14:50,25.29,没涨停→尾盘兑现,-1725,118.9,-1844,241439,平淡期
2019-12-06,*ST超华,4.92,挂涨停价排队·尾盘开缝成交,16300,80196,2019-12-09,尾盘14:50,4.96,没涨停→尾盘兑现,652,120.8,531,242030,平淡期
2019-12-09,赛福天,8.46676908,挂涨停价排队·尾盘开缝成交,9500,80434,2019-12-10,尾盘14:50,8.63,没涨停→尾盘兑现,1577,121.8,1455,243546,恐慌期
2019-12-11,*ST奥维,7.52,挂涨停价排队·尾盘开缝成交,10700,80464,2019-12-12,尾盘14:50,7.6,没涨停→尾盘兑现,856,121.3,735,190686,平淡期
2019-12-11,ST明诚,10.95,挂涨停价排队·尾盘开缝成交,4900,53655,2019-12-12,尾盘14:50,10.89,没涨停→尾盘兑现,-294,80.3,-374,244006,平淡期
2019-12-12,超声电子,10.7698651,挂涨停价排队·尾盘开缝成交,7500,80774,2019-12-13,尾盘14:50,10.79,没涨停→尾盘兑现,138,121.3,16,190527,平淡期
2019-12-12,联明股份,8.63810815,挂涨停价排队·尾盘开缝成交,6200,53556,2019-12-13,尾盘14:50,8.84,没涨停→尾盘兑现,1234,81.3,1153,245276,平淡期
2019-12-13,*ST民控,5.26228022,挂涨停价排队·尾盘开缝成交,15500,81565,2019-12-16,尾盘14:50,5.41,没涨停→尾盘兑现,2274,124.1,2150,158043,平淡期
2019-12-13,璞泰来,17.69486766,挂涨停价排队·尾盘开缝成交,2000,35390,2019-12-16,尾盘14:50,18.08,没涨停→尾盘兑现,767,53.7,714,194173,平淡期
2019-12-13,退市绿庭,5.69,挂涨停价排队·尾盘开缝成交,9500,54055,2019-12-17,次日早盘9:30,6.76,又涨停→隔夜后早盘兑现,10165,88.7,10076,151548,平淡期
2019-12-16,红太阳,8.216883,挂涨停价排队·尾盘开缝成交,7800,64092,2019-12-17,尾盘14:50,8.23,没涨停→尾盘兑现,70,96.2,-26,215662,平淡期
2019-12-16,卧龙电驱,9.08618173,挂涨停价排队·尾盘开缝成交,4700,42705,2019-12-17,尾盘14:50,9.29,没涨停→尾盘兑现,955,64.8,890,259289,平淡期
2019-12-17,ST旭电,3.54,挂涨停价排队·尾盘开缝成交,24400,86376,2019-12-18,尾盘14:50,3.69,没涨停→尾盘兑现,3660,132.3,3528,168313,平淡期
2019-12-17,东方通信,21.53746773,挂涨停价排队·尾盘开缝成交,2600,55997,2019-12-18,尾盘14:50,22.03,没涨停→尾盘兑现,1288,85.0,1203,225556,平淡期
2019-12-17,泰晶科技,9.18348515,挂涨停价排队·尾盘开缝成交,4200,38571,2019-12-19,次日早盘9:30,10.05,又涨停→隔夜后早盘兑现,3626,60.6,3565,143105,平淡期
2019-12-18,ST达华,5.95,挂涨停价排队·尾盘开缝成交,12600,74970,2019-12-19,尾盘14:50,6.12,没涨停→尾盘兑现,2142,114.1,2028,220159,平淡期
2019-12-18,世纪华通,9.36710392,挂涨停价排队·尾盘开缝成交,5300,49646,2019-12-19,尾盘14:50,9.74,没涨停→尾盘兑现,1984,76.0,1908,271750,平淡期
2019-12-19,儒意电影,18.15,挂涨停价排队·尾盘开缝成交,3300,59895,2019-12-20,尾盘14:50,18.2,没涨停→尾盘兑现,165,90.0,75,141003,平淡期
2019-12-19,天通股份,7.2128518,挂涨停价排队·尾盘开缝成交,5600,40392,2019-12-20,尾盘14:50,6.97,没涨停→尾盘兑现,-1350,59.6,-1410,180016,平淡期
2019-12-19,亚太股份,5.16996942,挂涨停价排队·尾盘开缝成交,17500,90474,2019-12-23,次日早盘9:30,5.77,又涨停→隔夜后早盘兑现,10575,143.6,10431,280990,平淡期
2019-12-24,中科三环,9.6270155,挂涨停价排队·尾盘开缝成交,9700,93382,2019-12-25,尾盘14:50,9.57,没涨停→尾盘兑现,-601,139.6,-741,177017,平淡期
2019-12-24,江特电机,3.77,挂涨停价排队·尾盘开缝成交,16500,62205,2019-12-25,尾盘14:50,3.67,没涨停→尾盘兑现,-1650,92.1,-1742,237526,平淡期
2019-12-24,兴森科技,8.05825416,挂涨停价排队·尾盘开缝成交,5100,41097,2019-12-25,尾盘14:50,8.1,没涨停→尾盘兑现,197,61.8,135,278789,平淡期
2019-12-25,精工科技,4.66373115,挂涨停价排队·尾盘开缝成交,19900,92808,2019-12-26,尾盘14:50,4.6,没涨停→尾盘兑现,-1334,138.2,-1472,215452,平淡期
2019-12-25,*ST西源,3.58,挂涨停价排队·尾盘开缝成交,17300,61934,2019-12-26,尾盘14:50,3.6,没涨停→尾盘兑现,346,93.2,253,277686,平淡期
2019-12-26,*ST搜特,2.44,挂涨停价排队·尾盘开缝成交,37900,92476,2019-12-27,尾盘14:50,2.36,没涨停→尾盘兑现,-3032,136.4,-3168,172281,平淡期
2019-12-26,退市国化,9.93598439,挂涨停价排队·尾盘开缝成交,6200,61603,2019-12-27,尾盘14:50,9.73,没涨停→尾盘兑现,-1307,91.4,-1398,232532,平淡期
2019-12-26,三美股份,25.43920236,挂涨停价排队·尾盘开缝成交,1600,40703,2019-12-27,尾盘14:50,24.73,没涨停→尾盘兑现,-1128,60.2,-1188,272077,平淡期
2019-12-27,ST雪发,6.78,挂涨停价排队·尾盘开缝成交,13300,90174,2019-12-30,尾盘14:50,7.04,没涨停→尾盘兑现,3458,137.9,3320,214928,平淡期
2019-12-27,千里科技,3.22,挂涨停价排队·尾盘开缝成交,18800,60536,2019-12-30,尾盘14:50,3.1,没涨停→尾盘兑现,-2256,89.1,-2345,273165,平淡期
2019-12-30,康达新材,13.19273238,挂涨停价排队·尾盘开缝成交,6900,91030,2019-12-31,尾盘14:50,12.81,没涨停→尾盘兑现,-2666,134.5,-2800,170242,平淡期
2019-12-30,耀皮玻璃,4.97691936,挂涨停价排队·尾盘开缝成交,8200,40811,2019-12-31,尾盘14:50,4.88,没涨停→尾盘兑现,-786,60.6,-847,210236,平淡期
2019-12-30,*ST九鼎,22.83846776,挂涨停价排队·尾盘开缝成交,2600,59380,2020-01-02,次日早盘9:30,27.63,又涨停→隔夜后早盘兑现,12456,98.4,12358,165624,平淡期
2019-12-31,四环生物,3.63,挂涨停价排队·尾盘开缝成交,19300,70059,2020-01-02,尾盘14:50,3.72,没涨停→尾盘兑现,1737,106.4,1631,237366,平淡期
2019-12-31,*ST未名,7.24,挂涨停价排队·尾盘开缝成交,6400,46336,2020-01-02,尾盘14:50,7.22,没涨停→尾盘兑现,-128,69.4,-197,283540,平淡期
2020-01-02,南极电商,10.91964,挂涨停价排队·尾盘开缝成交,8600,93909,2020-01-03,尾盘14:50,11.01,没涨停→尾盘兑现,783,141.5,641,180197,妖股期
2020-01-02,东山精密,24.51525705,挂涨停价排队·尾盘开缝成交,2500,61288,2020-01-03,尾盘14:50,25.89,没涨停→尾盘兑现,3441,94.5,3346,244878,妖股期
2020-01-02,中信重工,3.95979076,挂涨停价排队·尾盘开缝成交,10800,42766,2020-01-03,尾盘14:50,3.9,没涨停→尾盘兑现,-627,63.7,-691,286985,妖股期
2020-01-03,芭田股份,3.2850376,挂涨停价排队·尾盘开缝成交,29100,95595,2020-01-06,尾盘14:50,3.55,没涨停→尾盘兑现,7751,149.2,7602,189183,妖股期
2020-01-03,万向德农,9.55389312,挂涨停价排队·尾盘开缝成交,4400,42037,2020-01-06,尾盘14:50,10.19,没涨停→尾盘兑现,2796,65.2,2731,233983,妖股期
2020-01-03,敦煌种业,5.82,挂涨停价排队·尾盘开缝成交,10900,63438,2020-01-07,次日早盘9:30,6.09,又涨停→隔夜后早盘兑现,2943,97.4,2846,171121,妖股期
2020-01-06,同洲电子,3.63,挂涨停价排队·尾盘开缝成交,21400,77682,2020-01-07,尾盘14:50,3.67,没涨停→尾盘兑现,856,117.2,739,249600,妖股期
2020-01-06,众业达,6.52037222,挂涨停价排队·尾盘开缝成交,7900,51511,2020-01-08,次日早盘9:30,7.67,又涨停→隔夜后早盘兑现,9054,84.1,8970,171812,妖股期
2020-01-07,拓日新能,3.27855606,挂涨停价排队·尾盘开缝成交,25300,82947,2020-01-08,尾盘14:50,3.4,没涨停→尾盘兑现,3190,126.8,3063,257885,妖股期
2020-01-07,中利集团,6.92,挂涨停价排队·尾盘开缝成交,8000,55360,2020-01-08,尾盘14:50,6.89,没涨停→尾盘兑现,-240,82.9,-323,312964,妖股期
2020-01-08,万向钱潮,5.21519702,挂涨停价排队·尾盘开缝成交,20000,104304,2020-01-09,尾盘14:50,5.01,没涨停→尾盘兑现,-4087,153.4,-4241,193392,平淡期
2020-01-08,ST天际,10.30524932,挂涨停价排队·尾盘开缝成交,6700,69045,2020-01-09,尾盘14:50,10.5,没涨停→尾盘兑现,1276,104.5,1172,263661,平淡期
2020-01-08,东材科技,4.1030314,挂涨停价排队·尾盘开缝成交,11300,46364,2020-01-09,尾盘14:50,4.1,没涨停→尾盘兑现,-82,69.5,-152,309908,平淡期
2020-01-09,中广核技,7.5433437,挂涨停价排队·尾盘开缝成交,13600,102589,2020-01-10,尾盘14:50,7.38,没涨停→尾盘兑现,-2280,152.2,-2432,193022,平淡期
2020-01-09,青岛金王,5.43,挂涨停价排队·尾盘开缝成交,12700,68961,2020-01-10,尾盘14:50,5.29,没涨停→尾盘兑现,-1778,102.1,-1880,260155,平淡期
2020-01-09,太极集团,12.6584304,挂涨停价排队·尾盘开缝成交,3600,45570,2020-01-10,尾盘14:50,12.49,没涨停→尾盘兑现,-607,67.9,-675,305084,平淡期
2020-01-10,北京科锐,5.90141145,挂涨停价排队·尾盘开缝成交,17200,101504,2020-01-13,尾盘14:50,5.75,没涨停→尾盘兑现,-2572,150.3,-2722,302438,平淡期
2020-01-13,高德红外,6.1829493,挂涨停价排队·尾盘开缝成交,16300,100782,2020-01-14,尾盘14:50,6.02,没涨停→尾盘兑现,-2695,149.2,-2844,191158,平淡期
2020-01-13,金溢科技,46.1599959,挂涨停价排队·尾盘开缝成交,900,41544,2020-01-14,尾盘14:50,43.04,没涨停→尾盘兑现,-2811,60.2,-2871,229862,平淡期
2020-01-13,英维克,3.60043017,挂涨停价排队·尾盘开缝成交,18600,66968,2020-01-15,次日早盘9:30,4.18,又涨停→隔夜后早盘兑现,10857,108.6,10748,180201,平淡期
2020-01-14,*ST泛海,4.91747387,挂涨停价排队·尾盘开缝成交,15500,76221,2020-01-15,尾盘14:50,4.92,没涨停→尾盘兑现,0,114.3,-114,256365,平淡期
2020-01-14,藏格矿业,6.56498928,挂涨停价排队·尾盘开缝成交,7800,51207,2020-01-15,尾盘14:50,6.27,没涨停→尾盘兑现,-2322,75.1,-2397,305213,平淡期
2020-01-15,*ST东珠,11.7244506,挂涨停价排队·尾盘开缝成交,8600,100830,2020-01-16,尾盘14:50,12.15,没涨停→尾盘兑现,3629,154.0,3475,308764,恐慌期
2020-01-16,德赛电池,26.51769939,挂涨停价排队·尾盘开缝成交,3800,100767,2020-01-17,尾盘14:50,26.15,没涨停→尾盘兑现,-1411,150.1,-1561,237992,恐慌期
2020-01-16,保变电气,3.43,挂涨停价排队·尾盘开缝成交,20200,69286,2020-01-17,尾盘14:50,3.38,没涨停→尾盘兑现,-1010,103.2,-1113,306217,恐慌期
2020-01-20,航天发展,12.7469112,挂涨停价排队·尾盘开缝成交,8000,101975,2020-01-21,尾盘14:50,13.0,没涨停→尾盘兑现,2051,154.5,1896,195281,平淡期
2020-01-20,科华生物,12.46325488,挂涨停价排队·尾盘开缝成交,5400,67302,2020-01-22,次日早盘9:30,15.08,又涨停→隔夜后早盘兑现,14132,111.6,14020,211715,平淡期
2020-01-20,西陇科学,5.5617856,挂涨停价排队·尾盘开缝成交,8200,45607,2020-01-22,次日早盘9:30,6.26,又涨停→隔夜后早盘兑现,5701,72.7,5628,262984,平淡期
2020-01-21,华神科技,5.11325925,挂涨停价排队·尾盘开缝成交,12700,64938,2020-01-22,尾盘14:50,4.77,没涨停→尾盘兑现,-4396,94.1,-4490,323481,平淡期
2020-01-22,雅克科技,33.93542094,挂涨停价排队·尾盘开缝成交,3100,105200,2020-01-23,尾盘14:50,32.16,没涨停→尾盘兑现,-5496,153.7,-5650,198188,恐慌期
2020-01-22,天赐材料,7.35541805,挂涨停价排队·尾盘开缝成交,9800,72083,2020-01-23,尾盘14:50,7.02,没涨停→尾盘兑现,-3283,105.7,-3388,266937,恐慌期
2020-01-22,上海贝岭,18.32265168,挂涨停价排队·尾盘开缝成交,2600,47639,2020-01-23,尾盘14:50,18.32,没涨停→尾盘兑现,0,71.5,-71,314540,恐慌期
